173600	29316
558300	16940
532700	-44448
3318000	25217
485500	-32021
491200	25130
540700	-41693
589300	-37205
1753800	-114203
1565000	-31929
1084000	-79570
1079800	-79741
1883500	-139926
6331300	-198094
7508500	-110571
5650000	-233320
7888000	-141960
9068500	-271743
3829700	-288906
4811500	-229506
17645900	-510185
9907400	-515136
7986400	-444357
6026200	-393278
13325900	-1119906
5910800	-788168
5340500	-895704
4697700	-733645
7331100	-1541291
6386600	-1578294
5841200	-1664316
4476800	-1652119
5594200	-2089013
7687300	-1934208
7253700	-2229428
4932400	-2356163
11734600	-4811598
9486100	-4739387
10068600	-4717250
9597300	-4537267
24590800	-8722212
24525100	-9314968
25018100	-9845767
24598900	-8681447
70297600	-17844628
91877500	-18798446
69783100	-18741474
70183000	-18178610
99922600	-22079522
99580800	-22338561
99281200	-22581384
107324000	-22606313
329795100	-45962292
330826400	-45195405
330436000	-47854708
348148300	-46418161
1201537500	-92003321
1212074500	-94397064
1203463400	-88771991
1204311200	-93017025
4611449200	-186834082
4625160700	-185997521
4594166300	-182065015
4589848100	-180793224
7960294800	-230698391
7179924900	-230168572
7140756200	-231393935
7164003400	-231011693
