429500	29316
156800	16940
102300	-44448
169500	25217
367200	-32021
299000	25130
356600	-41693
389900	-37205
789500	-114203
733900	-31929
649000	-79570
828200	-79741
2272100	-139926
2671100	-198094
2609400	-110571
1754300	-233320
2173900	-141960
2019600	-271743
2087400	-288906
2043100	-229506
6548300	-510185
6431000	-515136
6260800	-444357
5712000	-393278
15774200	-1119906
8163200	-788168
8790600	-895704
16237200	-733645
37763900	-1541291
29344900	-1578294
27220700	-1664316
26515800	-1652119
45536400	-2089013
45905000	-1934208
39676800	-2229428
40193100	-2356163
151443500	-4811598
148036900	-4739387
149702600	-4717250
173665000	-4537267
629724800	-8722212
620435000	-9314968
625167200	-9845767
636769200	-8681447
2701406700	-17844628
2795235800	-18798446
2768289900	-18741474
2645401600	-18178610
4474448200	-22079522
4403591500	-22338561
4370957300	-22581384
4306270100	-22606313
25962881900	-45962292
26628395000	-45195405
26249427000	-47854708
26238739700	-46418161
205655055200	-92003321
204469370900	-94397064
206039695500	-88771991
204151968600	-93017025
1141334109000	-186834082
1145135545200	-185997521
1142692079100	-182065015
1147473428000	-180793224
1921040487200	-230698391
1916130629500	-230168572
1908334580500	-231393935
1914736790700	-231011693
